timestamp,src_ip,dst_ip,predicted_label,probability
2024-04-18 17:42:51,192.168.0.25,125.209.230.135,NORMAL,100.00%
2024-04-18 17:42:51,192.168.0.25,125.209.230.135,NORMAL,100.00%
2024-04-18 17:42:51,192.168.0.25,125.209.230.135,NORMAL,100.00%
2024-04-18 17:42:51,192.168.0.25,125.209.230.135,NORMAL,100.00%
2024-04-18 17:42:51,192.168.0.25,125.209.230.135,NORMAL,100.00%
2024-04-18 17:42:51,125.209.230.135,192.168.0.25,NORMAL,100.00%
2024-04-18 17:42:51,125.209.230.135,192.168.0.25,NORMAL,100.00%
2024-04-18 17:42:51,125.209.230.135,192.168.0.25,NORMAL,100.00%
2024-04-18 17:42:51,192.168.0.25,125.209.230.135,NORMAL,100.00%
2024-04-18 17:42:51,192.168.0.25,125.209.230.135,NORMAL,100.00%
2024-04-18 17:42:51,192.168.0.25,125.209.230.135,NORMAL,100.00%
2024-04-18 17:42:51,125.209.230.135,192.168.0.25,NORMAL,100.00%
2024-04-18 17:42:51,125.209.230.135,192.168.0.25,NORMAL,100.00%
2024-04-18 17:42:51,192.168.0.25,125.209.230.135,NORMAL,100.00%
2024-04-18 17:42:51,125.209.230.135,192.168.0.25,NORMAL,100.00%
2024-04-18 17:42:53,192.168.0.25,125.209.230.135,NORMAL,100.00%
2024-04-18 17:42:53,125.209.230.135,192.168.0.25,NORMAL,98.00%
2024-04-18 17:42:53,192.168.0.25,125.209.230.135,NORMAL,100.00%
2024-04-18 18:06:14,192.168.0.25,125.209.230.135,DOS,100.00%
2024-04-18 18:06:14,125.209.230.135,192.168.0.25,NORMAL,100.00%
2024-04-18 18:06:14,192.168.0.25,125.209.230.135,DOS,100.00%
2024-04-18 18:06:14,192.168.0.25,125.209.230.135,DOS,100.00%
